,Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,CO,PM10,NO2,AQI category,city,state
5299,07/17/2023,111,PM2.5,Lee District Park,51-059-0030,AQS,108,111,8,49,31,Unhealthy for Sensitive Groups,Washington,DC
5300,07/18/2023,108,Ozone,PG Equestrian Center,24-033-8003,AQS,108,86,7,37,36,Unhealthy for Sensitive Groups,Washington,DC
5301,07/19/2023,80,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,80,59,7,21,28,Moderate,Washington,DC
5302,07/20/2023,108,Ozone,Lee District Park,51-059-0030,AQS,108,64,7,26,39,Unhealthy for Sensitive Groups,Washington,DC
5303,07/21/2023,64,Ozone,Calvert,24-009-0011,AQS,64,31,7,14,35,Moderate,Washington,DC
5304,07/22/2023,43,Ozone,Calvert,24-009-0011,AQS,43,35,6,13,25,Good,Washington,DC
5305,07/23/2023,46,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,46,41,8,14,26,Good,Washington,DC
5306,07/24/2023,58,Ozone,Frederick Airport,24-021-0037,AQS,58,33,6,11,29,Moderate,Washington,DC
5307,07/25/2023,80,Ozone,Frederick Airport,24-021-0037,AQS,80,44,6,16,43,Moderate,Washington,DC
5308,07/26/2023,112,Ozone,Frederick Airport,24-021-0037,AQS,112,53,7,19,34,Unhealthy for Sensitive Groups,Washington,DC
5309,07/27/2023,59,PM2.5,RIVER TERRACE,11-001-0041,AQS,58,59,6,22,29,Moderate,Washington,DC
5310,07/28/2023,77,Ozone,Beltsville,24-033-9991,AQS,77,56,8,20,30,Moderate,Washington,DC
5311,07/29/2023,44,Ozone,Frederick Airport,24-021-0037,AQS,44,40,5,17,14,Good,Washington,DC
5312,07/30/2023,39,Ozone,PG Equestrian Center,24-033-8003,AQS,39,22,6,9,25,Good,Washington,DC
5313,07/31/2023,48,Ozone,Calvert,24-009-0011,AQS,48,30,6,13,31,Good,Washington,DC
5314,08/01/2023,41,Ozone,Widewater Elementary School,51-179-0001,AQS,41,38,7,15,33,Good,Washington,DC
5315,08/02/2023,67,Ozone,"Broad Run High School, Ashburn",51-107-1005,AQS,67,46,7,17,35,Moderate,Washington,DC
5316,08/03/2023,50,PM2.5,King Greenleaf Rec Center,11-001-0053,AQS,44,50,7,17,35,Good,Washington,DC
5317,08/04/2023,58,Ozone,"Broad Run High School, Ashburn",51-107-1005,AQS,58,55,8,17,37,Moderate,Washington,DC
5318,08/05/2023,61,Ozone,Widewater Elementary School,51-179-0001,AQS,61,52,8,17,29,Moderate,Washington,DC
5319,08/06/2023,55,PM2.5,RIVER TERRACE,11-001-0041,AQS,51,55,9,18,22,Moderate,Washington,DC
5320,08/07/2023,43,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,43,39,6,15,27,Good,Washington,DC
5321,08/08/2023,42,Ozone,PG Equestrian Center,24-033-8003,AQS,42,33,5,14,25,Good,Washington,DC
5322,08/09/2023,58,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,58,38,7,13,30,Moderate,Washington,DC
5323,08/10/2023,44,PM2.5,King Greenleaf Rec Center,11-001-0053,AQS,41,44,8,15,26,Good,Washington,DC
5324,08/11/2023,64,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,64,50,7,17,35,Moderate,Washington,DC
5325,08/12/2023,67,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,67,51,7,17,23,Moderate,Washington,DC
5326,08/13/2023,44,Ozone,Calvert,24-009-0011,AQS,44,36,6,11,27,Good,Washington,DC
5327,08/14/2023,54,Ozone,Frederick Airport,24-021-0037,AQS,54,41,8,15,33,Moderate,Washington,DC
5328,08/15/2023,43,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,43,38,6,18,27,Good,Washington,DC
5329,08/16/2023,48,Ozone,Calvert,24-009-0011,AQS,48,25,6,11,28,Good,Washington,DC
5330,08/17/2023,94,PM2.5,Lee District Park,51-059-0030,AirNow,61,94,9,62,30,Moderate,Washington,DC
5331,08/18/2023,61,PM2.5,Lee District Park,51-059-0030,AirNow,45,61,5,29,21,Moderate,Washington,DC
5332,08/19/2023,58,Ozone,PG Equestrian Center,24-033-8003,AQS,58,57,9,20,27,Moderate,Washington,DC
5333,08/20/2023,74,Ozone,Frederick Airport,24-021-0037,AQS,74,55,10,19,29,Moderate,Washington,DC
5334,08/21/2023,90,Ozone,Southern Maryland,24-017-0010,AQS,90,60,7,24,35,Moderate,Washington,DC
5335,08/22/2023,52,PM2.5,Lee District Park,51-059-0030,AQS,50,52,9,24,35,Moderate,Washington,DC
5336,08/23/2023,64,Ozone,HU-Beltsville,24-033-0030,AQS,64,41,7,18,33,Moderate,Washington,DC
5337,08/24/2023,50,Ozone,Frederick Airport,24-021-0037,AQS,50,36,7,15,29,Good,Washington,DC
5338,08/25/2023,100,Ozone,HU-Beltsville,24-033-0030,AQS,100,46,6,15,30,Moderate,Washington,DC
5339,08/26/2023,45,Ozone,Calvert,24-009-0011,AQS,45,33,6,12,20,Good,Washington,DC
5340,08/27/2023,48,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,48,43,7,14,23,Good,Washington,DC
5341,08/28/2023,40,Ozone,Frederick Airport,24-021-0037,AQS,40,35,6,13,25,Good,Washington,DC
5342,08/29/2023,36,Ozone,James S. Long Park,51-153-0009,AQS,36,28,6,12,25,Good,Washington,DC
5343,08/30/2023,50,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,50,34,6,16,15,Good,Washington,DC
5344,08/31/2023,43,Ozone,PG Equestrian Center,24-033-8003,AQS,43,19,3,23,28,Good,Washington,DC
5345,09/01/2023,58,Ozone,James S. Long Park,51-153-0009,AQS,58,28,6,18,32,Moderate,Washington,DC
5346,09/02/2023,58,Ozone,HU-Beltsville,24-033-0030,AQS,58,32,7,11,25,Moderate,Washington,DC
5347,09/03/2023,61,Ozone,PG Equestrian Center,24-033-8003,AQS,61,45,7,13,33,Moderate,Washington,DC
5348,09/04/2023,47,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,47,41,9,14,29,Good,Washington,DC
5349,09/05/2023,80,Ozone,Southern Maryland,24-017-0010,AQS,80,60,7,18,39,Moderate,Washington,DC
5350,09/06/2023,84,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,84,54,8,19,39,Moderate,Washington,DC
5351,09/07/2023,58,Ozone,HU-Beltsville,24-033-0030,AQS,58,57,8,21,35,Moderate,Washington,DC
5352,09/08/2023,67,Ozone,HU-Beltsville,24-033-0030,AQS,67,53,6,19,31,Moderate,Washington,DC
5353,09/09/2023,44,Ozone,Frederick Airport,24-021-0037,AQS,44,35,6,13,22,Good,Washington,DC
5354,09/10/2023,31,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,31,27,6,11,17,Good,Washington,DC
5355,09/11/2023,40,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,40,27,6,10,25,Good,Washington,DC
5356,09/12/2023,51,Ozone,Frederick Airport,24-021-0037,AQS,51,34,7,12,36,Moderate,Washington,DC
5357,09/13/2023,46,Ozone,Calvert,24-009-0011,AQS,46,26,5,10,20,Good,Washington,DC
5358,09/14/2023,44,Ozone,Widewater Elementary School,51-179-0001,AQS,44,21,3,9,21,Good,Washington,DC
5359,09/15/2023,40,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,40,23,5,12,26,Good,Washington,DC
5360,09/16/2023,44,Ozone,PG Equestrian Center,24-033-8003,AQS,44,32,8,13,35,Good,Washington,DC
5361,09/17/2023,44,PM2.5,King Greenleaf Rec Center,11-001-0053,AQS,36,44,11,14,28,Good,Washington,DC
5362,09/18/2023,43,Ozone,"Broad Run High School, Ashburn",51-107-1005,AQS,43,30,3,10,17,Good,Washington,DC
5363,09/19/2023,38,Ozone,Widewater Elementary School,51-179-0001,AQS,38,35,6,12,30,Good,Washington,DC
5364,09/20/2023,54,Ozone,Lee District Park,51-059-0030,AQS,54,37,8,15,42,Moderate,Washington,DC
5365,09/21/2023,64,Ozone,Widewater Elementary School,51-179-0001,AQS,64,48,9,19,41,Moderate,Washington,DC
5366,09/22/2023,48,PM10,MCMILLAN  NCore-PAMS,11-001-0043,AQS,42,32,6,48,34,Good,Washington,DC
5367,09/23/2023,30,Ozone,Calvert,24-009-0011,AQS,30,15,3,5,9,Good,Washington,DC
5368,09/24/2023,21,Ozone,HU-Beltsville,24-033-0030,AQS,21,11,5,5,13,Good,Washington,DC
5369,09/25/2023,26,Ozone,Calvert,24-009-0011,AQS,26,13,5,6,22,Good,Washington,DC
5370,09/26/2023,33,PM2.5,HU-Beltsville,24-033-0030,AQS,24,33,6,11,21,Good,Washington,DC
5371,09/27/2023,40,PM2.5,HU-Beltsville,24-033-0030,AQS,34,40,6,19,34,Good,Washington,DC
5372,09/28/2023,40,PM2.5,King Greenleaf Rec Center,11-001-0053,AQS,37,40,6,19,26,Good,Washington,DC
5373,09/29/2023,25,PM2.5,HU-Beltsville,24-033-0030,AQS,24,25,5,8,18,Good,Washington,DC
5374,09/30/2023,33,Ozone,Frederick Airport,24-021-0037,AQS,33,20,7,10,23,Good,Washington,DC
5375,10/01/2023,37,Ozone,PG Equestrian Center,24-033-8003,AQS,37,35,10,12,26,Good,Washington,DC
5376,10/02/2023,41,Ozone,Lee District Park,51-059-0030,AQS,41,40,9,19,32,Good,Washington,DC
5377,10/03/2023,54,Ozone,Lee District Park,51-059-0030,AQS,54,49,9,21,45,Moderate,Washington,DC
5378,10/04/2023,84,Ozone,Frederick Airport,24-021-0037,AQS,84,50,8,23,39,Moderate,Washington,DC
5379,10/05/2023,37,Ozone,Frederick Airport,24-021-0037,AQS,37,36,8,19,29,Good,Washington,DC
5380,10/06/2023,39,PM2.5,MCMILLAN  NCore-PAMS,11-001-0043,AQS,35,39,7,16,30,Good,Washington,DC
5381,10/07/2023,31,Ozone,RIVER TERRACE,11-001-0041,AQS,31,22,7,9,18,Good,Washington,DC
5382,10/08/2023,31,Ozone,RIVER TERRACE,11-001-0041,AQS,31,16,3,6,11,Good,Washington,DC
5383,10/09/2023,31,Ozone,RIVER TERRACE,11-001-0041,AQS,31,19,5,8,22,Good,Washington,DC
5384,10/10/2023,38,NO2,Springfield Near Road Site,51-059-0031,AQS,34,30,8,13,38,Good,Washington,DC
5385,10/11/2023,46,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,46,34,10,20,39,Good,Washington,DC
5386,10/12/2023,46,Ozone,Frederick Airport,24-021-0037,AQS,46,43,10,27,41,Good,Washington,DC
5387,10/13/2023,42,PM2.5,RIVER TERRACE,11-001-0041,AQS,37,42,9,24,30,Good,Washington,DC
5388,10/14/2023,38,PM2.5,HU-Beltsville,24-033-0030,AQS,33,38,8,12,25,Good,Washington,DC
5389,10/15/2023,24,Ozone,RIVER TERRACE,11-001-0041,AQS,24,19,5,4,8,Good,Washington,DC
5390,10/16/2023,20,Ozone,"Chester Phelps Wildlife Management Area, Sumerduck",51-061-0002,AQS,20,18,2,5,13,Good,Washington,DC
5391,10/17/2023,24,PM2.5,HU-Beltsville,24-033-0030,AQS,22,24,5,6,19,Good,Washington,DC
5392,10/18/2023,31,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,31,30,8,10,31,Good,Washington,DC
5393,10/19/2023,38,Ozone,HU-Beltsville,24-033-0030,AQS,38,35,9,15,33,Good,Washington,DC
5394,10/20/2023,36,PM2.5,HU-Beltsville,24-033-0030,AQS,31,36,6,11,23,Good,Washington,DC
5395,10/21/2023,29,Ozone,Calvert,24-009-0011,AQS,29,21,3,7,10,Good,Washington,DC
5396,10/22/2023,33,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,33,20,8,6,23,Good,Washington,DC
5397,10/23/2023,37,Ozone,Frederick Airport,24-021-0037,AQS,37,24,10,9,34,Good,Washington,DC
5398,10/24/2023,44,NO2,Springfield Near Road Site,51-059-0031,AQS,39,40,11,20,44,Good,Washington,DC
5399,10/25/2023,45,PM2.5,HU-Beltsville,24-033-0030,AQS,44,45,10,17,43,Good,Washington,DC
5400,10/26/2023,50,PM2.5,HU-Beltsville,24-033-0030,AQS,46,50,9,23,45,Good,Washington,DC
5401,10/27/2023,52,PM2.5,HU-Beltsville,24-033-0030,AQS,39,52,11,21,46,Moderate,Washington,DC
5402,10/28/2023,52,PM2.5,HU-Beltsville,24-033-0030,AQS,39,52,11,19,31,Moderate,Washington,DC
5403,10/29/2023,55,PM2.5,Lee District Park,51-059-0030,AQS,37,55,10,19,30,Moderate,Washington,DC
5404,10/30/2023,34,PM2.5,HU-Beltsville,24-033-0030,AQS,30,34,6,12,21,Good,Washington,DC
5405,10/31/2023,34,Ozone,Frederick Airport,24-021-0037,AQS,34,21,7,7,25,Good,Washington,DC
5406,11/01/2023,35,PM2.5,HU-Beltsville,24-033-0030,AQS,28,35,8,14,25,Good,Washington,DC
5407,11/02/2023,36,NO2,Springfield Near Road Site,51-059-0031,AQS,33,31,7,9,36,Good,Washington,DC
5408,11/03/2023,39,Ozone,"Chester Phelps Wildlife Management Area, Sumerduck",51-061-0002,AirNow,39,33,7,12,36,Good,Washington,DC
5409,11/04/2023,54,PM2.5,MCMILLAN  NCore-PAMS,11-001-0043,AQS,43,54,14,28,42,Moderate,Washington,DC
5410,11/05/2023,64,PM2.5,RIVER TERRACE,11-001-0041,AQS,51,64,16,29,41,Moderate,Washington,DC
5411,11/06/2023,54,PM2.5,RIVER TERRACE,11-001-0041,AQS,44,54,10,24,42,Moderate,Washington,DC
5412,11/07/2023,63,PM2.5,Lee District Park,51-059-0030,AQS,46,63,6,32,46,Moderate,Washington,DC
5413,11/08/2023,34,NO2,Springfield Near Road Site,51-059-0031,AQS,33,29,6,13,34,Good,Washington,DC
5414,11/09/2023,44,PM2.5,HU-Beltsville,24-033-0030,AQS,34,44,6,17,35,Good,Washington,DC
5415,11/10/2023,33,PM2.5,HU-Beltsville,24-033-0030,AQS,30,33,6,8,24,Good,Washington,DC
5416,11/11/2023,48,PM2.5,Aurora Hills Visitors Center,51-013-0020,AQS,33,48,9,14,32,Good,Washington,DC
5417,11/12/2023,48,PM2.5,Springfield Near Road Site,51-059-0031,AQS,28,48,14,13,29,Good,Washington,DC
5418,11/13/2023,57,PM2.5,RIVER TERRACE,11-001-0041,AQS,31,57,11,19,34,Moderate,Washington,DC
5419,11/14/2023,33,NO2,MCMILLAN  NCore-PAMS,11-001-0043,AQS,31,32,11,15,33,Good,Washington,DC
5420,11/15/2023,52,NO2,RIVER TERRACE,11-001-0041,AQS,33,38,15,19,52,Moderate,Washington,DC
5421,11/16/2023,63,PM2.5,Springfield Near Road Site,51-059-0031,AQS,44,63,15,30,50,Moderate,Washington,DC
5422,11/17/2023,53,PM2.5,Near Road,11-001-0051,AQS,37,53,17,18,42,Moderate,Washington,DC
5423,11/18/2023,33,PM2.5,HU-Beltsville,24-033-0030,AQS,31,33,5,10,22,Good,Washington,DC
5424,11/19/2023,34,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,34,31,11,9,32,Good,Washington,DC
5425,11/20/2023,40,PM2.5,HU-Beltsville,24-033-0030,AQS,28,40,16,20,32,Good,Washington,DC
5426,11/21/2023,32,Ozone,Beltsville,24-033-9991,AQS,32,23,8,8,28,Good,Washington,DC
5427,11/22/2023,25,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,25,15,3,5,18,Good,Washington,DC
5428,11/23/2023,40,PM2.5,Aurora Hills Visitors Center,51-013-0020,AQS,32,40,11,8,28,Good,Washington,DC
5429,11/24/2023,44,PM2.5,Lee District Park,51-059-0030,AQS,31,44,13,14,23,Good,Washington,DC
5430,11/25/2023,32,Ozone,RIVER TERRACE,11-001-0041,AQS,32,29,7,9,32,Good,Washington,DC
5431,11/26/2023,50,PM2.5,Aurora Hills Visitors Center,51-013-0020,AQS,31,50,9,15,34,Good,Washington,DC
5432,11/27/2023,28,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,28,23,6,9,26,Good,Washington,DC
5433,11/28/2023,31,Ozone,RIVER TERRACE,11-001-0041,AQS,31,23,3,9,26,Good,Washington,DC
5434,11/29/2023,33,PM2.5,Lee District Park,51-059-0030,AQS,32,33,7,12,33,Good,Washington,DC
5435,11/30/2023,41,NO2,MCMILLAN  NCore-PAMS,11-001-0043,AQS,37,33,9,19,41,Good,Washington,DC
5436,12/01/2023,55,PM2.5,MCMILLAN  NCore-PAMS,11-001-0043,AQS,31,55,9,22,41,Moderate,Washington,DC
5437,12/02/2023,70,PM2.5,Aurora Hills Visitors Center,51-013-0020,AQS,14,70,7,30,21,Moderate,Washington,DC
5438,12/03/2023,39,PM2.5,Lee District Park,51-059-0030,AQS,23,39,7,13,23,Good,Washington,DC
5439,12/04/2023,29,Ozone,Beltsville,24-033-9991,AQS,29,25,6,10,29,Good,Washington,DC
5440,12/05/2023,30,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,30,26,6,11,30,Good,Washington,DC
5441,12/06/2023,32,PM2.5,Lee District Park,51-059-0030,AQS,31,32,6,10,16,Good,Washington,DC
5442,12/07/2023,32,NO2,MCMILLAN  NCore-PAMS,11-001-0043,AQS,26,30,8,12,32,Good,Washington,DC
5443,12/08/2023,46,PM2.5,RIVER TERRACE,11-001-0041,AQS,31,46,13,23,38,Good,Washington,DC
5444,12/09/2023,69,PM2.5,RIVER TERRACE,11-001-0041,AQS,27,69,11,30,37,Moderate,Washington,DC
5445,12/10/2023,38,PM2.5,RIVER TERRACE,11-001-0041,AQS,27,38,14,11,29,Good,Washington,DC
5446,12/11/2023,25,NO2,Near Road,11-001-0051,AQS,24,16,5,5,25,Good,Washington,DC
5447,12/12/2023,28,NO2,MCMILLAN  NCore-PAMS,11-001-0043,AQS,25,26,10,8,28,Good,Washington,DC
5448,12/13/2023,38,PM2.5,Rockville,24-031-3001,AQS,30,38,8,13,33,Good,Washington,DC
5449,12/14/2023,47,PM2.5,RIVER TERRACE,11-001-0041,AQS,31,47,10,13,41,Good,Washington,DC
5450,12/15/2023,40,PM2.5,RIVER TERRACE,11-001-0041,AQS,37,40,13,18,37,Good,Washington,DC
5451,12/16/2023,55,PM2.5,RIVER TERRACE,11-001-0041,AQS,34,55,18,19,34,Moderate,Washington,DC
5452,12/17/2023,59,PM2.5,Lee District Park,51-059-0030,AQS,31,59,7,20,29,Moderate,Washington,DC
5453,12/18/2023,28,Ozone,RIVER TERRACE,11-001-0041,AQS,28,6,5,4,6,Good,Washington,DC
5454,12/19/2023,31,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,31,12,3,6,19,Good,Washington,DC
5455,12/20/2023,36,PM2.5,Rockville,24-031-3001,AQS,28,36,11,12,34,Good,Washington,DC
5456,12/21/2023,54,PM2.5,RIVER TERRACE,11-001-0041,AQS,21,54,18,17,43,Moderate,Washington,DC
5457,12/22/2023,58,PM2.5,Lee District Park,51-059-0030,AQS,19,58,8,21,28,Moderate,Washington,DC
5458,12/23/2023,49,PM2.5,"Broad Run High School, Ashburn",51-107-1005,AQS,26,49,7,15,27,Good,Washington,DC
5459,12/24/2023,53,PM2.5,RIVER TERRACE,11-001-0041,AQS,21,53,8,18,27,Moderate,Washington,DC
5460,12/25/2023,55,PM2.5,Lee District Park,51-059-0030,AQS,38,55,8,21,25,Moderate,Washington,DC
5461,12/26/2023,51,PM2.5,Springfield Near Road Site,51-059-0031,AQS,25,51,7,16,27,Moderate,Washington,DC
5462,12/27/2023,30,PM2.5,Springfield Near Road Site,51-059-0031,AQS,27,30,6,7,30,Good,Washington,DC
5463,12/28/2023,24,Ozone,James S. Long Park,51-153-0009,AQS,24,18,7,7,23,Good,Washington,DC
5464,12/29/2023,27,Ozone,MCMILLAN  NCore-PAMS,11-001-0043,AQS,27,21,7,7,16,Good,Washington,DC
5465,12/30/2023,26,Ozone,RIVER TERRACE,11-001-0041,AQS,26,13,5,5,20,Good,Washington,DC
5466,12/31/2023,27,Ozone,RIVER TERRACE,11-001-0041,AQS,27,20,7,6,17,Good,Washington,DC
5467,01/01/2023,51,PM2.5,EISENHOWER PARK,36-059-0005,AQS,31,51,8,.,36,Moderate,New York,NY
5468,01/02/2023,57,PM2.5,HOLTSVILLE,36-103-0009,AQS,27,57,10,.,36,Moderate,New York,NY
5469,01/03/2023,75,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,20,75,14,.,66,Moderate,New York,NY
5470,01/04/2023,66,PM2.5,Intermediate School 143,36-061-0115,AQS,17,66,13,.,33,Moderate,New York,NY
5471,01/05/2023,59,PM2.5,Elizabeth Lab,34-039-0004,AQS,25,59,11,.,28,Moderate,New York,NY
5472,01/06/2023,52,PM2.5,Intermediate School 143,36-061-0115,AQS,28,52,9,8,26,Moderate,New York,NY
5473,01/07/2023,43,PM2.5,Intermediate School 143,36-061-0115,AQS,28,43,6,.,22,Good,New York,NY
5474,01/08/2023,44,PM2.5,HOLTSVILLE,36-103-0009,AQS,30,44,6,.,32,Good,New York,NY
5475,01/09/2023,54,PM2.5,Intermediate School 143,36-061-0115,AQS,29,54,6,.,33,Moderate,New York,NY
5476,01/10/2023,55,PM2.5,Toms River,34-029-2002,AQS,28,55,6,.,32,Moderate,New York,NY
5477,01/11/2023,44,PM2.5,Queens College Near Road,36-081-0125,AirNow,28,44,8,.,34,Good,New York,NY
5478,01/12/2023,55,NO2,Elizabeth Lab,34-039-0004,AQS,41,51,11,14,55,Moderate,New York,NY
5479,01/13/2023,46,PM2.5,Intermediate School 143,36-061-0115,AQS,39,46,5,.,42,Good,New York,NY
5480,01/14/2023,37,PM2.5,Intermediate School 143,36-061-0115,AQS,31,37,3,.,10,Good,New York,NY
5481,01/15/2023,40,PM2.5,Intermediate School 143,36-061-0115,AQS,32,40,5,.,15,Good,New York,NY
5482,01/16/2023,42,PM2.5,Intermediate School 143,36-061-0115,AQS,37,42,5,.,29,Good,New York,NY
5483,01/17/2023,54,PM2.5,Intermediate School 143,36-061-0115,AQS,33,54,9,.,52,Moderate,New York,NY
5484,01/18/2023,57,PM2.5,Intermediate School 143,36-061-0115,AQS,18,57,8,11,36,Moderate,New York,NY
5485,01/19/2023,35,NO2,Elizabeth Lab,34-039-0004,AQS,21,33,13,.,35,Good,New York,NY
5486,01/20/2023,47,PM2.5,Intermediate School 143,36-061-0115,AQS,22,47,7,.,26,Good,New York,NY
5487,01/21/2023,35,PM2.5,Queens College Near Road,36-081-0125,AQS,27,35,5,.,16,Good,New York,NY
5488,01/22/2023,44,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,26,44,7,.,31,Good,New York,NY
5489,01/23/2023,42,PM2.5,Intermediate School 143,36-061-0115,AQS,29,42,7,.,28,Good,New York,NY
5490,01/24/2023,49,PM2.5,Intermediate School 143,36-061-0115,AQS,31,49,5,7,30,Good,New York,NY
5491,01/25/2023,44,PM2.5,Intermediate School 143,36-061-0115,AQS,39,44,9,.,42,Good,New York,NY
5492,01/26/2023,35,PM2.5,Intermediate School 143,36-061-0115,AQS,33,35,6,.,21,Good,New York,NY
5493,01/27/2023,45,PM2.5,Intermediate School 143,36-061-0115,AQS,27,45,8,.,42,Good,New York,NY
5494,01/28/2023,46,PM2.5,Intermediate School 143,36-061-0115,AQS,34,46,8,.,41,Good,New York,NY
5495,01/29/2023,52,PM2.5,Intermediate School 143,36-061-0115,AQS,36,52,13,.,42,Moderate,New York,NY
5496,01/30/2023,60,PM2.5,Elizabeth Lab,34-039-0004,AQS,27,60,10,19,43,Moderate,New York,NY
5497,01/31/2023,35,PM2.5,Queens College Near Road,36-081-0125,AirNow,33,35,9,.,35,Good,New York,NY
5498,02/01/2023,43,PM2.5,Intermediate School 143,36-061-0115,AQS,34,43,6,.,30,Good,New York,NY
5499,02/02/2023,54,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,35,54,9,.,47,Moderate,New York,NY
5500,02/03/2023,58,PM2.5,Intermediate School 143,36-061-0115,AQS,35,58,7,.,28,Moderate,New York,NY
5501,02/04/2023,43,PM2.5,Intermediate School 143,36-061-0115,AQS,31,43,7,.,25,Good,New York,NY
5502,02/05/2023,52,NO2,IS 52,36-005-0110,AQS,33,46,13,18,52,Moderate,New York,NY
5503,02/06/2023,68,NO2,Elizabeth Lab,34-039-0004,AQS,32,59,18,.,68,Moderate,New York,NY
5504,02/07/2023,49,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,33,49,9,.,37,Good,New York,NY
5505,02/08/2023,62,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,37,62,8,.,42,Moderate,New York,NY
5506,02/09/2023,77,NO2,IS 52,36-005-0110,AQS,43,67,17,.,77,Moderate,New York,NY
5507,02/10/2023,67,NO2,Elizabeth Lab,34-039-0004,AQS,35,39,13,.,67,Moderate,New York,NY
5508,02/11/2023,42,NO2,Elizabeth Lab,34-039-0004,AQS,35,32,6,7,42,Good,New York,NY
5509,02/12/2023,58,PM2.5,Flemington,34-019-0001,AQS,33,58,10,.,47,Moderate,New York,NY
5510,02/13/2023,40,Ozone,Chester,34-027-3001,AQS,40,35,8,.,28,Good,New York,NY
5511,02/14/2023,62,PM2.5,Intermediate School 143,36-061-0115,AQS,41,62,8,.,49,Moderate,New York,NY
5512,02/15/2023,49,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,48,45,8,.,49,Good,New York,NY
5513,02/16/2023,63,PM2.5,Elizabeth Lab,34-039-0004,AQS,37,63,13,.,56,Moderate,New York,NY
5514,02/17/2023,47,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,35,47,11,11,35,Good,New York,NY
5515,02/18/2023,36,Ozone,Chester,34-027-3001,AQS,36,33,5,.,29,Good,New York,NY
5516,02/19/2023,49,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,40,49,6,.,44,Good,New York,NY
5517,02/20/2023,51,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,41,50,7,.,51,Moderate,New York,NY
5518,02/21/2023,54,PM2.5,Rutgers University,34-023-0011,AQS,36,54,9,.,44,Moderate,New York,NY
5519,02/22/2023,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,34,52,9,.,47,Moderate,New York,NY
5520,02/23/2023,57,PM2.5,Flemington,34-019-0001,AQS,34,57,9,14,39,Moderate,New York,NY
5521,02/24/2023,39,PM2.5,Intermediate School 143,36-061-0115,AQS,36,39,7,.,28,Good,New York,NY
5522,02/25/2023,38,Ozone,Monmouth University,34-025-0005,AirNow,38,23,7,.,37,Good,New York,NY
5523,02/26/2023,70,PM2.5,QUEENS COLLEGE 2,36-081-0124,AQS,40,70,10,.,45,Moderate,New York,NY
5524,02/27/2023,43,Ozone,Monmouth University,34-025-0005,AirNow,43,38,6,.,41,Good,New York,NY
5525,02/28/2023,47,NO2,Fort Lee Near Road,34-003-0010,AQS,40,35,8,.,47,Good,New York,NY
5526,03/01/2023,53,NO2,Elizabeth Lab,34-039-0004,AQS,39,50,9,13,53,Moderate,New York,NY
5527,03/02/2023,55,PM2.5,PS 314,36-047-0052,AQS,41,55,8,.,49,Moderate,New York,NY
5528,03/03/2023,47,NO2,Queens College Near Road,36-081-0125,AQS,40,35,7,.,47,Good,New York,NY
5529,03/04/2023,40,Ozone,RIVERHEAD,36-103-0004,AQS,40,35,6,.,22,Good,New York,NY
5530,03/05/2023,44,Ozone,RIVERHEAD,36-103-0004,AQS,44,26,5,.,24,Good,New York,NY
5531,03/06/2023,42,Ozone,Ramapo,34-031-5001,AQS,42,30,5,.,34,Good,New York,NY
5532,03/07/2023,42,Ozone,Colliers Mills,34-029-0006,AQS,42,38,3,9,37,Good,New York,NY
